label,text
ham,"EBusiness Webforms: cluetrain has left the stationWhat's wrong with doing business over the Web? Web forms. There's promising replacements forms, but this is the current state of the industry: o You find something that you want to fill out. It's a partnership form, a signup for a Web seminar, a request for more information, anything. o You start wasting time typing in all those stupid fields and spend about 10 minutes going through all their stupid qualification hoops just to get a small piece of information , whitepaper, or a callback when halfway through, you start to wonder if it's really worth your time to forever be stuck on their stupid prospect list. o Pull down tags are never put in order of use instead of alphabetized. I was on a site just now that had every single country in the world listed; the selection of your country was absolutely critical for you to hit submit, but due to the layout, the ""more>"" tag on the second row was offscreen so it was impossible to select any country except about two dozen third world countries. o Even worse, ever time you hit submit, all forms based things complain about using the universal country phone number format and will cause you to re-enter dashes instead of dots. o When you get something that's not entered right, you will go back and enter it right, but then some other field or most likely pulldown will automatically get reset to the default value so that you will have to go back and resent that freaking thing too. Finally after all combinations of all pulldowns, you may get a successful submit. o You wait freaking forever just to get a confirmation. o Sometimes, like today, you won't be able to ever submit anything due to it being impossible to ever submit a valid set of information that is internally non-conflicting according to whatever fhead wrote their forms submission. What's wrong with this picture? The company is screwing you by wasting your time enforcing their data collection standards on you. I'm sure there's someone in that company that would be willing to accept ""US"", ""U.S"", ""USA"" ""United States"", ""U of A"", ""America"", etc. and would know exactly which freaking country the interested party was from instead of forcing them to waste even more time playing Web form geography. I'm starting to see the light of Passport. You want more information? Hit this passport button. Voila. IE6 and Netscape 6,7 have pre-forms sutff, but I always turn it off because you never know when there's that one field that you don't want to submit to the person you are submitting to that automatically gets sent, i.e. the privacy stuff is well beyond the average user who will get screwed on privacy stuff. So, if crappy forms-based submission is the state of practice for business enablement on the Web, I can't see this whole data submission and hurry up and wait for us to get back to you business process as working all that well. Greg "
ham,"Brown accused of backtracking on regional museumsURL: http://www.newsisfree.com/click/-4,8723997,215/ Date: 2002-10-10T03:26:54+01:00 *Arts:* Curators despair at 'shortfall' in chancellor's funding. "
ham,"Re: [NYT] Real SourceOn Mon, 22 Jul 2002, Adam Rifkin wrote: --]By JOHN MARKOFF Ahhh the ahole reporter we all love to sneer at:)- --]SAN FRANCISCO, July 21 -- In a significant challenge to Microsoft, --]RealNetworks plans to announce a new version of its software on Monday --]that can distribute audio and video in a range of formats, including --]Microsoft's own proprietary Windows Media. Real is more currupt that MS in so many real ways its astounding Real and MS CEOS dont felate each other at tech and mass media conferences. Real needs to die and die horribly. Thier biz practices alone give them an instant berth in the 5th circle of hell. ALl the crap they foist on systems during installation gets em free passes to all the other circles. http://xent.com/mailman/listinfo/fork "
ham,NoneProblem with spamtrap /home/yyyy/lib/spamtrap.sh: /home/yyyy/ftp/spamassassin/spamassassin: No such file or directory 
ham,"Re: [zzzzteana] Nothing like mama used to make> in adding cream to spaghetti carbonara, which has the same effect on pasta as > making a pizza a deep-pie; I just had to jump in here as Carbonara is one of my favourites to make and ask what the hell are you supposed to use instead of cream? I've never seen a recipe that hasn't used this. Personally I use low fat creme fraiche because it works quite nicely but the only time I've seen an supposedly authentic recipe for carbonara it was identical to mine (cream, eggs and lots of fresh parmesan) except for the creme fraiche. Stew -- Stewart Smith Scottish Microelectronics Centre, University of Edinburgh. http://www.ee.ed.ac.uk/~sxs/ ------------------------ Yahoo! Groups Sponsor ---------------------~--> 4 DVDs Free +s&p Join Now http://us.click.yahoo.com/pt6YBB/NXiEAA/mG3HAA/7gSolB/TM ---------------------------------------------------------------------~-> To unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ "
spam,"[spam] =?windows-1251?B?W1NQQU1dIA==?= =?windows-1251?B?QmVhdXRpZnVsIHdhdGNoZXM=?=From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; 		charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable Replica=20 Rolex models of the latest Baselworld 2009=20 designs have just been launched on our replica sites.=20 These are the first run of the=20 2009 models with inner Rolex inscriptions and better bands and cases.=20 Only limited to 1000 pieces worldwide, they are expected to sell out within= a=20 month.=20 Browse our shop "
ham,"Currie returns to pile scorn on MajorURL: http://www.newsisfree.com/click/215,4,215/ Date: 2002-10-03T04:21:03+01:00 *Politics:* Ex-lover tours studios to denounce former PM. "
ham,"Re: 64-bit netbooks with Debian linuxOn 05/03/2010 06:20 PM, deloptes wrote: > Mark Allums wrote: > >> With 64 bits, you will need more memory, so I suggest you look for a >> machine that can use 4 GB of memory. >> > > I also found that people underestimate the importance of L2/3 cache. I'm > compiling very often and it's really faster on my developer's notebook with > 4M cache then on faster CPU with 512K. The difference is in the terms of > 4-8 times. > I've noticed that there is only 512K cache in the most netbooks which makes > then unsuitable for development. ATM this is stopping me from buying one. > Do you know if there are some with larger cache? > Just as a Mini Cooper isn't a dragster or a lorry, netbooks are not *designed* for heavy computational abilities. -- Dissent is patriotic, remember? -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BDF7E7C.5070304@cox.net "
ham,"Re: My brain hurtsMore than a dozen jokes - thanks guys and girls! (plus some anti-French abuse from the usual suspect). Well my brain doesn't hurt so much any more, and it was well worth it. I've now got an even faster method for elliptic-curve point counting, both pratically and asymptotically. It lifts a curve over a field of degree n in time O(n^(2+1/2+eps)), or O(n^(2+eps)) with precomputation. Before the best methods took O(n^(3+eps)) without precomputation, or O(n^(2+1/2+eps)) with it. The precomputation is done once per field, not per curve, and takes time O(n^(3+eps)). Here eps is an arbitrarily small number, hiding some logarithmic factors. After lifting, you compute a norm in time O(n^(2+1/3+eps)) to get the number of points on the curve. Here's an example over a 1009-bit field, without precomputation, using a 1 GHz Pentium III: ------------------------------------------------------------------------------ > ./ecpc4 -d 1009 -j 0x123 INFO: -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- INFO: -=-=-=-=-= ECPC: Elliptic Curve Point Counting, made easy! =-=-=-=-=- INFO: -=-=-=-=-= v4.0.0. (c) ArgoTech 2001. All rights reserved. =-=-=-=-=- INFO: -=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=- [...] INFO: Picked field polynomial 1+x^55+x^1009. INFO: Starting ECPC on j = 0x123... INFO: Done after 138.33 seconds. INFO: Checking... OK OK OK OK OK OK OK OK OK OK [...] CURVE: 5486124068793688683255936251187209270074392635932332070112001988456197381759672947165175699536362793613284725337872111744958183862744647903224103718245568925556758419805069056847065147709058947190200192542277555125346128173135573355537502225974504428432790108988791795746287271944131683364548299056172016 [...] INFO: 1 curve processed. INFO: Bye! ------------------------------------------------------------------------------ L8r, Rob. .-. Robert.Harley@argote.ch .-. / \ .-. Software Development .-. / \ / \ / \ .-. _ .-. / \ / \ / \ / \ / \ / \ / \ / \ / \ / \ / \ / `-' `-' \ / \ / \ \ / `-' ArgoTech `-' \ / `-' http://argote.ch/ `-' http://xent.com/mailman/listinfo/fork "
ham,Cron /home/yyyy/logs/runme/etc/rc.d/init.d/httpd: kill: (21982) - No such pid /etc/rc.d/init.d/httpd: kill: (21981) - No such pid 
ham,"[zzzzteana] Pravda reports cities on the moon!From: Steve Speer Subject: http://english.pravda.ru/main/2002/10/05/37771.html [not sure what the rules for crossposting between the two groups is... my reasoning is that it's a major newspaper reporting evidence of alien life so.... /t] -- http://loopNY.com ......................An ""open loop"": shows every Saturday! http://extremeNY.com/submit .......................... submit to the calendar. ------------------------ Yahoo! Groups Sponsor ---------------------~--> Sell a Home with Ease! http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM ---------------------------------------------------------------------~-> To unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ "
