lang,text
polish,"Aby zapewnić pokojowe przejście Sudanu Południowego do niepodległości priorytetem programu UE dotyczącego obu państw i ich bezskutecznie ingerujących sąsiadów powinna pozostać walka z bezkarnością. Unia Europejska nie może ulec namowom na prowadzenie z prezydentem al-Bashirem potencjalnie ""korzystnych interesów” i w zamian za to zapomnieć, że on i jego zwolennicy muszą zostać postawieni przed Międzynarodowym Trybunałem Karnym (ICC) i odpowiedzieć za zbrodnie wojenne i zbrodnie przeciwko ludzkości popełnione przeciwko ludności sudańskiej w Darfurze."
polish,"Aby zapewnić równe traktowanie wszystkich państw członkowskich, stawka depozytu oprocentowanego i grzywny powinna być identyczna dla wszystkich państw członkowskich, których walutą jest euro, i wynosić 0,1 % produktu krajowego brutto (PKB) danego państwa członkowskiego w roku poprzednim."
polish,"Aby zapobiec efektowi domina w następstwie greckiego kryzysu w całej strefie euro, trzeba przede wszystkim zjednoczyć Grecję pod jednym planem naprawy gospodarczej i budżetowej; po drugie, zjednoczyć w tym samym celu UE i Eurogrupę; po trzecie, przeznaczyć nieco więcej czasu niż pierwotnie zakładano, zwłaszcza na prywatyzację; i po czwarte, osiągnąć dobrze pojętą solidarność nie tylko w odniesieniu do kredytów, ale także - i to szczególnie - do pomocy technicznej ze strony partnerów, a w zwłaszcza Komisji."
polish,"Aby zapobiec sytuacji, że ta nowa strategia pozostanie jedynie pomysłem, konieczne jest zaangażowanie państw członkowskich - zarówno w zakresie finansowego wsparcia, jak i w zakresie realizacji na szczeblu krajowym w każdym z tych państw - a także przyjęcie budżetu UE przeznaczonego na tę inicjatywę. Państwa członkowskie powinny postrzegać to jako długoterminową inwestycję nie tylko w kształcenie młodzieży, ale również w przyszły dobrobyt każdego z państw i całej UE."
polish,"Aby zaradzić tej sytuacji, Komisja musi przyjąć środki awaryjne, mające pomóc rybakom. W tym celu Komisja powinna tymczasowo na okres 3 lat zezwolić na zwiększenie subsydiów, które państwa członkowskie mogą przyznawać swoim rybakom, z kwoty 30 tysięcy do 60 tysięcy euro."
polish,"Aby zatem zwiększyć ten potencjał, proponujemy konkretne rozwiązania, takie jak ogólnoeuropejski system licencjonowania oraz poprawa dostępu do kredytowania i mikrofinansowania."
polish,"Aby zmniejszyć przepaść między mniej i bardziej rozwiniętymi regionami UE, należy zachęcać państwa członkowskie, by poprawiały zdolność absorpcji środków z funduszy strukturalnych i Funduszu Spójności. Państwa członkowskie muszą bardziej aktywnie uczestniczyć we wdrażaniu programów polityki spójności. W realizacji tych celów ważne jest zapewnienie wyboru i właściwej realizacji projektów bez opóźnień. W związku z tym należy stworzyć skuteczny mechanizm kontroli i monitorowania oraz ograniczyć biurokrację i obciążenia administracyjne."
polish,"Aby zrealizować cele polityki spójności, musimy wykształcić synergię między tymi funduszami, zająć się problemami związanymi z ich koordynacją i uprościć zasady zarządzania funduszami. W konsekwencji, po roku 2013 niezmiernie ważne jest stosowanie wspólnego podejścia i przestrzeganie jednolitych ram strategicznych."
polish,"Aby zrealizować koncepcję bardziej inteligentnego rozwoju obszarów miejskich, należy stworzyć miastom warunki do prawidłowego i efektywnego rozwijania ich infrastruktury za pomocą zaawansowanych technologii, szczególnie technologii informacyjnych i komunikacyjnych (TIK). Stosowanie inteligentnych systemów pomogłoby w rozwiązywaniu wyzwań związanych z zatorami drogowymi, efektywnością energetyczną i bezpieczeństwem w sektorze publicznym. Z uwagi na specyficzne problemy pojedynczych regionów konieczne jest promowanie inwestycji w postęp technologiczny."
polish,"Aby zrealizować te cele, kształcenie i szkolenie zawodowe trzeba traktować na zasadzie długoterminowego wspólnego priorytetu politycznego, który można urzeczywistnić wyłącznie przy udziale i zaangażowaniu wszystkich zainteresowanych stron, instytucji UE oraz zaangażowanych podmiotów na szczeblu lokalnym i regionalnym."
polish,"Aby zwiększyć długoterminową skuteczność tej pomocy, Komisja musi aktywnie przyczyniać się do zapewnienia ukierunkowanego wykorzystania środków, przede wszystkim poprzez działania na rzecz pogłębienia integracji gospodarczej i finansowej z UE, co pomoże w szybkim zawarciu obszernej i kompleksowej umowy o wolnym handlu pomiędzy UE a Gruzją."
polish,"Aby zwiększyć synergię, konieczne jest przyjęcie jednolitych ram strategicznych, które wzmocnią integrację unijnych polityk dla celów realizacji strategii Europa 2020."
polish,"Aczkolwiek, jeśli w różnych regionach Europy maleje ubóstwo, osłabieniu może także ulec europejska solidarność. Zaoszczędzone fundusze można byłoby zainwestować z lepszym skutkiem w europejską wartość dodaną, na przykład w inteligentne połączenie funduszy strukturalnych i sieci transnarodowych w regionach przygranicznych."
polish,Agencja musi informować Parlament Europejski o działaniach podjętych w zakresie doskonalenia programowania i usprawnienia monitorowania swoich umów w celu uniknięcia w przyszłości niedociągnięć stwierdzonych przez Trybunał Obrachunkowy.
polish,Agencja musi podjąć wszelkie działania niezbędne do wdrożenia zaleceń wydanych przez Trybunał Obrachunkowy.
polish,"Agencja powinna jednak zaradzić uchybieniom w programowaniu działań, tak aby w przyszłości procedury sporządzania budżetu były wystarczająco rygorystyczne, co pozwoli uniknąć wzrostów i spadków w tych samych pozycjach budżetowych."
polish,"Agencja powinna poprawić roczny program prac, tak by uwzględniał on konkretne i wymierne cele na poziomie zarówno polityki, jak i działalności operacyjnej."
polish,"Agencja powinna też przedstawić, w tabeli załączonej do przyszłego sprawozdania Trybunału Obrachunkowego, porównanie działań zrealizowanych podczas roku, którego dotyczy udzielenie absolutorium, oraz tych zrealizowanych w roku poprzednim, tak aby pozwolić organowi udzielającemu absolutorium na lepszą ocenę wyników Agencji z roku na rok."
polish,Agencja powinna też zwrócić szczególną uwagę na wciąż niezakończone na koniec roku zobowiązania w celu użycia niewykorzystanych kwot do pokrycia późniejszych zobowiązań finansowych i prawnych.
polish,"Agencja, której siedziba słusznie znajduje się w Lizbonie, dysponuje znaczącymi kompetencjami w tym zakresie i jej trudną pracę należy wspierać. Powinna ona jednak dołożyć starań na rzecz usprawnienia swojej polityki planowania i monitorowania."
polish,"Agencja, którą utworzono w 2005 roku, wykonuje pracę ważną, a wręcz konieczną w obliczu wcześniejszego całkowitego niepowodzenia w realizacji celów uzgodnionych w 2002 roku oraz faktu, że wspólna polityka rybołówstwa jest jak dotąd uważana za nieskuteczną. Agencja będzie w najbliższej przyszłości niezbędna z racji tego, że 88 % zasobów rybnych w UE jest przeławianych, nad czym należy ubolewać."
polish,"Agencje powinny wzmocnić środki kontroli wewnętrznej, aby zapewnić właściwe wykonanie kontraktów i procedur udzielania zamówień publicznych."
polish,"Agencje ratingowe jedna po drugiej obniżają klasyfikacje tych europejskich krajów, które zostały najsilniej dotknięte przez kryzys, i przestrzegają przed inwestowaniem w ich papiery wartościowe."
polish,"Agencje ratingowe pełnią wiele przydatnych funkcji; zajmują się na przykład gromadzeniem informacji o jakości kredytowej emitentów, dzięki czemu mogą oni wejść na światowe i narodowe rynki przy mniejszym koszcie informacji i powiększonym gronie potencjalnych inwestorów, przez co rynki nabierają płynności. Jednakże obecny kryzys finansowy uwypuklił fakt, że branża ta ma trzy główne wady: brak konkurencji, wpisaną w ramy prawne przesadną zależność od zewnętrznych ratingów oraz brak odpowiedzialności prawnej agencji za wystawiane oceny."
polish,"Agencje ratingowe są przydatne, ponieważ dostarczają informacji o jakości produktów kredytowych, umożliwiają dłużnikom i inwestorom wejście na światowe i krajowe rynki, a ostatecznie pomagają także ustalić ceny."
polish,"Agencje ratingowe to pośrednicy w obrocie informacjami, których działania sprzyjają płynności i przejrzystości rynku poprzez zmniejszenie nierównego dostępu do informacji na rynkach kapitałowych, ułatwienie wejścia na światowe rynki, zmniejszenie kosztów informacji i wykorzystywanie potencjału wierzycieli i inwestorów."
polish,"Agencje te wykazują 40 % współczynnik rentowności obrotu, w związku z czym proponuję stworzyć europejską agencję ratingową. Powinna być ona fundacją, a koszty jej rozruchu powinny zostać pokryte oprocentowanymi pożyczkami od podmiotów sektora finansowego."
polish,"Agencje utrzymywały, że jedynie wyrażały swoje zdanie, choć doskonale zdawały sobie sprawę z tego, że prowadzona przez nie klasyfikacja była w rzeczywistości uznawana za gwarancję jakości. W moim sprawozdaniu poruszam problem licznych naruszeń i wysuwam wnioski, mając nadzieję, że Komisja być może uwzględni niektóre z nich we wniosku ustawodawczym, nad którym będzie debatować tej jesieni."
polish,"Agencje zazwyczaj składają sprawozdanie z wyników zewnętrznej oceny w rocznym sprawozdaniu z działalności przygotowanym przez dyrektora, które zostaje przedłożone władzy budżetowej."
polish,"Agenda cyfrowa i gospodarka cyfrowa należą do najważniejszych celów strategii UE 2020, która ma na celu zniwelowanie przepaści cyfrowej i poprawę produktywności, spójności i konkurencyjności przemysłu europejskiego oraz zapewnienie konsumentom i przedsiębiorcom unijnym lepszego dostępu do jednolitego rynku."
polish,"Agenda cyfrowa, gospodarka cyfrowa i niniejszy, pierwszy od pięciu lat program polityki mają zatem na celu pobudzenie naszej gospodarki i utworzenie rynku wewnętrznego we wszystkich jego aspektach."
polish,Akceptuję uwzględnienie w nowym protokole klauzuli zawieszającej przewidzianej w przypadku naruszania praw człowieka.
polish,Aktualna sytuacja oraz przyszła synergia między EFRR a innymi funduszami strukturalnymi na rzecz zwiększenia skuteczności (
polish,"Aktualnie Europa kontroluje 25% rynku i jest to wartość poniżej jej oczekiwań. EGNOS będzie oferował więcej możliwości w momencie, gdy Galileo stanie się operacyjny w 2013 roku (EGNOS jest dziesięciokrotnie precyzyjniejszy niż GPS). Komisja jest najodpowiedniejszą instytucją do koordynacji i realizacji planu działania, co pozwoli uniknąć powielania jej działań na szczeblu państw członkowskich i zagwarantuje ogólny postęp w licznych obszarach polityki UE objętych zastosowaniami GNSS."
polish,"Aktualnie analizujemy przekazane przez Danię informacje, a następnie podejmiemy decyzje o dalszych działaniach."
polish,"Aktualnie sytuacja taka nie ma miejsca i dlatego bardzo ważne jest przeprowadzenie przeglądu MŚP. Na przykład jako Fin doskonale zdaję sobie sprawę z tego, że fińskie firmy są bardzo oddalone od centrum rynku wewnętrznego i z tego powodu koszty logistyki - koszty transportu - znacznie podnoszą ceny produktów. W związku z tym potrzebujemy różnych systemów rekompensaty poprzez podatki nawet w samej Unii Europejskiej, ale także w inny sposób, aby sytuacja w zakresie konkurencji była dla wszystkich sprawiedliwsza."
polish,"Aktualnie zastanawiamy się, czy i jak uzupełnić ten mechanizm oceny, aby zbudować wzajemne zaufanie oraz zagwarantować spójne stosowanie reguł."
polish,"Aktywna zrównoważona gospodarka leśna powinna znaleźć się w głównym nurcie działań i stać się priorytetem w badaniach i praktyce, jak również należy w niej uwzględnić fakt, że 40 % lasów UE jest własnością publiczną. Zakres działalności w dziedzinie ochrony gatunkowej i działalności szkółkarskiej powinien zostać rozszerzony na związane z nimi gatunki mikroorganizmów i grzybów. Należy aktywnie zachęcać do podejmowania badań in situ nad symbiozą mikoryzową. W odniesieniu do następnych perspektyw finansowych należy sformalizować płatności za usługi ekosystemowe, opierając je na powodzeniu projektów leśnych i wodnych."
polish,"Al-Nashiri był więziony w Polsce, w tajnym więzieniu założonym przez CIA, gdzie był poddawany intensywnym torturom."
polish,"Albo więc uda nam się wspólnie i jednomyślnie budować Europę, nie walcząc ze sobą nawzajem i nie grając na uczuciach jednych przeciwko drugim, albo projekt integracji europejskiej będzie naprawdę zagrożony."
polish,"Ale Komisja zaproponowała zwiększenie środków na pokrycie zobowiązań i płatności związanych ze strategią Europa 2020, w tym EFS, program uczenia się przez całe życie, program Młodzież w działaniu, siódmy ramowy program badań oraz programy konkurencyjności i innowacji odpowiednio o 3,7 % i 4,9 %."
polish,Ale Węgry mają również prawo posiadać konstytucję i z całą pewnością obecna konstytucja jest o wiele lepsza niż stara konstytucja z 1949 roku uchwalona przez komunistów. To autentyczny wysiłek na rzecz oddania nowoczesnych wartości w europejskim kontekście.
polish,"Ale ciągle uważam, że państwa członkowskie wierzą w nią znacznie mniej niż my. Dlatego może należy stwierdzić - zresztą mówiliśmy o tym pani baronessie Ashton dziś rano i przy wielu innych okazjach - że jeżeli Europa nie przestanie być częściowo ekonomiczna i nie zacznie być bardziej polityczna, to prawdopodobnie nie będziemy mogli wypełniać powierzonej nam roli na tyle dobrze, na ile by należało."
polish,"Ale co my tu znajdujemy? Negocjacje traktatu handlowego pomiędzy UE a Japonią nawet się jeszcze dobrze nie rozpoczęły, jak powiedział pan komisarz."
polish,"Ale czy nie podziela mojego rozczarowania hipokryzją Unii Europejskiej? Jak obie doskonale wiemy, UE sprzeciwia się karze śmierci, a jednak we wspólnym oświadczeniu przewodniczącego Barroso i przewodniczącego Van Rompuya, wydanym po śmierci Bin Ladena, znalazło się sformułowanie ""pokazuje, że takie zbrodnie nie pozostaną bez kary”. Czy to oznacza zgodę na to, by śmierć była formą kary?"
